case,fpr,tpr_mean,tpr_std,auc_mean,auc_std,n_seeds
mixed_in,0.47200000000000003,0.8081028220173232,0.011652873738714051,0.7853321650225626,0.006984545991167514,15
mixed_in,0.47400000000000003,0.8089410449846326,0.011507254286074185,0.7853321650225626,0.006984545991167514,15
mixed_in,0.47600000000000003,0.8111763062307907,0.012110186653983317,0.7853321650225626,0.006984545991167514,15
mixed_in,0.47800000000000004,0.8137468566638726,0.01200425820097159,0.7853321650225626,0.006984545991167514,15
mixed_in,0.48,0.815535065660799,0.011648853334328177,0.7853321650225626,0.006984545991167514,15
mixed_in,0.482,0.815535065660799,0.011648853334328177,0.7853321650225626,0.006984545991167514,15
mixed_in,0.484,0.8170438670019559,0.011433749106104845,0.7853321650225626,0.006984545991167514,15
mixed_in,0.486,0.818105616093881,0.010911933230840694,0.7853321650225626,0.006984545991167514,15
mixed_in,0.488,0.8196144174350377,0.010492641049708705,0.7853321650225626,0.006984545991167514,15
mixed_in,0.49,0.8211791003073484,0.010793962919361681,0.7853321650225626,0.006984545991167514,15
mixed_in,0.492,0.8221290863369657,0.010791937595595028,0.7853321650225626,0.006984545991167514,15
mixed_in,0.494,0.8221290863369657,0.010791937595595028,0.7853321650225626,0.006984545991167514,15
mixed_in,0.496,0.8231908354288907,0.011359768309183671,0.7853321650225626,0.006984545991167514,15
mixed_in,0.498,0.8245878737077397,0.011568151826900536,0.7853321650225626,0.006984545991167514,15
mixed_in,0.5,0.8260966750488964,0.011610186617524478,0.7853321650225626,0.006984545991167514,15
mixed_in,0.502,0.8269348980162056,0.011553565690885998,0.7853321650225626,0.006984545991167514,15
mixed_in,0.504,0.8282760547639005,0.01221954172548453,0.7853321650225626,0.006984545991167514,15
mixed_in,0.506,0.8292260407935177,0.01224864016780452,0.7853321650225626,0.006984545991167514,15
mixed_in,0.508,0.8292260407935177,0.01224864016780452,0.7853321650225626,0.006984545991167514,15
mixed_in,0.51,0.8306230790723668,0.01201699812835784,0.7853321650225626,0.006984545991167514,15
mixed_in,0.512,0.8314054205085218,0.012208036405732396,0.7853321650225626,0.006984545991167514,15
mixed_in,0.514,0.8319083542889075,0.012173455203522858,0.7853321650225626,0.006984545991167514,15
mixed_in,0.516,0.8335848002235262,0.012134916066250523,0.7853321650225626,0.006984545991167514,15
mixed_in,0.518,0.8352612461581448,0.012211872716721665,0.7853321650225626,0.006984545991167514,15
mixed_in,0.52,0.8352612461581448,0.012211872716721665,0.7853321650225626,0.006984545991167514,15
mixed_in,0.522,0.8359877060631462,0.012013879395281826,0.7853321650225626,0.006984545991167514,15
mixed_in,0.524,0.8363788767812239,0.011914173095265868,0.7853321650225626,0.006984545991167514,15
mixed_in,0.526,0.837608270466611,0.012400664522084565,0.7853321650225626,0.006984545991167514,15
mixed_in,0.528,0.838502374965074,0.012588857587112375,0.7853321650225626,0.006984545991167514,15
mixed_in,0.53,0.8407935177423862,0.01247973598556782,0.7853321650225626,0.006984545991167514,15
mixed_in,0.532,0.8407935177423862,0.01247973598556782,0.7853321650225626,0.006984545991167514,15
mixed_in,0.534,0.8418552668343112,0.012637135992898086,0.7853321650225626,0.006984545991167514,15
mixed_in,0.536,0.8432523051131601,0.012578931421494762,0.7853321650225626,0.006984545991167514,15
mixed_in,0.538,0.844425817267393,0.012901737379794033,0.7853321650225626,0.006984545991167514,15
mixed_in,0.54,0.8456552109527801,0.012810894339004621,0.7853321650225626,0.006984545991167514,15
mixed_in,0.542,0.8466051969823974,0.012956805137693834,0.7853321650225626,0.006984545991167514,15
mixed_in,0.544,0.8466051969823974,0.012956805137693834,0.7853321650225626,0.006984545991167514,15
mixed_in,0.546,0.8473875384185526,0.013073651116526424,0.7853321650225626,0.006984545991167514,15
mixed_in,0.548,0.848281642917016,0.012767431862303285,0.7853321650225626,0.006984545991167514,15
mixed_in,0.55,0.8497904442581726,0.012243795229847572,0.7853321650225626,0.006984545991167514,15
mixed_in,0.552,0.8511874825370215,0.012257814798653566,0.7853321650225626,0.006984545991167514,15
mixed_in,0.554,0.8518580609108689,0.012237162206295405,0.7853321650225626,0.006984545991167514,15
mixed_in,0.556,0.8518580609108689,0.012237162206295405,0.7853321650225626,0.006984545991167514,15
mixed_in,0.558,0.8526962838781781,0.012419536723159348,0.7853321650225626,0.006984545991167514,15
mixed_in,0.56,0.8539256775635651,0.012102448349936016,0.7853321650225626,0.006984545991167514,15
mixed_in,0.562,0.8547080189997208,0.012184224317378726,0.7853321650225626,0.006984545991167514,15
mixed_in,0.5640000000000001,0.8558815311539536,0.011693001754367638,0.7853321650225626,0.006984545991167514,15
